index,year,accident,accident_url,infobox,Accident title,Date,Location,Coordinates,Cause,Deaths
95,1910,/wiki/1910_Rogers_Pass_avalanche,https://en.wikipedia.org//wiki/1910_Rogers_Pass_avalanche,"{'Date': 'March 4, 1910 23:30', 'Accident title': '1910 Rogers Pass avalanche', 'Location': 'Rogers Pass, British Columbia', 'Coordinates': '51°17′00″N 117°30′43″W\ufeff / \ufeff51.28333°N 117.51194°W\ufeff / 51.28333; -117.51194Coordinates: 51°17′00″N 117°30′43″W\ufeff / \ufeff51.28333°N 117.51194°W\ufeff / 51.28333; -117.51194', 'Country': 'Canada', 'Operator': 'Canadian Pacific Railway', 'Incident type': 'Avalanche', 'Trains': '1', 'Deaths': '62', 'Injured': '1'}",1910 Rogers Pass avalanche,"March 4, 1910 23:30","Rogers Pass, British Columbia", 51.28333; -117.51194,,62
95,1910,/wiki/Spanish_River_derailment,https://en.wikipedia.org//wiki/Spanish_River_derailment,"{'Date': 'January\xa021, 1910; 111 years ago\xa0(1910-01-21)', 'Accident title': 'Spanish River derailment', 'Location': 'near Nairn, Ontario', 'Coordinates': '46°18′04″N 81°40′30″W\ufeff / \ufeff46.30106°N 81.67491°W\ufeff / 46.30106; -81.67491Coordinates: 46°18′04″N 81°40′30″W\ufeff / \ufeff46.30106°N 81.67491°W\ufeff / 46.30106; -81.67491', 'Country': 'Canada', 'Operator': 'Canadian Pacific Railway', 'Owner': 'Canadian Pacific Railway', 'Incident type': 'Derailment', 'Trains': '1', 'Passengers': '100', 'Deaths': 'Estimated 43–70'}",Spanish River derailment,"January 21, 1910; 111 years ago (1910-01-21)","near Nairn, Ontario", 46.30106; -81.67491,,Estimated 43–70
95,1910,"/wiki/Wellington,_Washington_avalanche","https://en.wikipedia.org//wiki/Wellington,_Washington_avalanche",not a train accident,,,,,,
95,1910,/wiki/Template:1910s_railway_accidents,https://en.wikipedia.org//wiki/Template:1910s_railway_accidents,not a train accident,,,,,,
96,1911,/wiki/Blaauwkrantz_Bridge_disaster,https://en.wikipedia.org//wiki/Blaauwkrantz_Bridge_disaster,"{'Date': '22 April 1911', 'Accident title': 'Blaauwkrantz Bridge disaster', 'Location': 'Blaauwkrantz Pass', 'Country': 'South Africa', 'Operator': 'Kowie Railway Company', 'Incident type': 'Derailment', 'Trains': '1', 'Passengers': '55', 'Deaths': '28[1]', 'Injured': '22[1]'}",Blaauwkrantz Bridge disaster,22 April 1911,Blaauwkrantz Pass,,,28[1]
96,1911,/wiki/Indianola_train_wreck,https://en.wikipedia.org//wiki/Indianola_train_wreck,"{'Date': 'May 29, 1911 7.08 a.m.', 'Accident title': 'Indianola train wreck', 'Location': 'Indianola, Nebraska, Red Willow County, Nebraska, near McCook, Nebraska', 'Country': 'United States', 'Operator': 'Chicago, Burlington and Quincy Railroad', 'Incident type': 'Head-On collision', 'Cause': 'Missing order to stop', 'Trains': '2', 'Deaths': '18', 'Injured': '32'}",Indianola train wreck,"May 29, 1911 7.08 a.m.","Indianola, Nebraska, Red Willow County, Nebraska, near McCook, Nebraska",,Missing order to stop,18
96,1911,/wiki/Pontypridd_railway_accident,https://en.wikipedia.org//wiki/Pontypridd_railway_accident,"{'Date': '23 January 1911 09:48', 'Accident title': 'Pontypridd railway accident', 'Location': 'Hopkinstown near Pontypridd railway station', 'Coordinates': '51°36′18″N 3°21′00″W\ufeff / \ufeff51.605°N 3.350°W\ufeff / 51.605; -3.350Coordinates: 51°36′18″N 3°21′00″W\ufeff / \ufeff51.605°N 3.350°W\ufeff / 51.605; -3.350', 'Country': 'Wales', 'Line': 'Taff Vale Railway', 'Cause': 'Signalling error', 'Trains': '2', 'Passengers': '100', 'Deaths': '11', 'Injured': '5'}",Pontypridd railway accident,23 January 1911 09:48,Hopkinstown near Pontypridd railway station, 51.605; -3.350,Signalling error,11
96,1911,/wiki/Template:1910s_railway_accidents,https://en.wikipedia.org//wiki/Template:1910s_railway_accidents,not a train accident,,,,,,
97,1912,/wiki/Corning_train_wreck,https://en.wikipedia.org//wiki/Corning_train_wreck,"{'Date': 'July 4, 1912 5.21 a.m.', 'Accident title': 'Corning train wreck', 'Location': 'Town of Corning, Steuben County, near Corning, New York', 'Coordinates': '42°7′25″N 77°1′08″W\ufeff / \ufeff42.12361°N 77.01889°W\ufeff / 42.12361; -77.01889Coordinates: 42°7′25″N 77°1′08″W\ufeff / \ufeff42.12361°N 77.01889°W\ufeff / 42.12361; -77.01889', 'Country': 'United States', 'Operator': 'Delaware, Lackawanna and Western Railroad', 'Incident type': 'Rear-end collision', 'Cause': 'Signal passed at danger', 'Trains': '2', 'Deaths': '39', 'Injured': '88'}",Corning train wreck,"July 4, 1912 5.21 a.m.","Town of Corning, Steuben County, near Corning, New York", 42.12361; -77.01889,Signal passed at danger,39
97,1912,/wiki/Ditton_Junction_rail_crash,https://en.wikipedia.org//wiki/Ditton_Junction_rail_crash,"{'Date': '17 September 1912', 'Accident title': 'Ditton Junction rail crash', 'Location': 'Ditton Junction', 'Coordinates': '53°21′23″N 2°46′09″W\ufeff / \ufeff53.35634°N 2.76918°W\ufeff / 53.35634; -2.76918Coordinates: 53°21′23″N 2°46′09″W\ufeff / \ufeff53.35634°N 2.76918°W\ufeff / 53.35634; -2.76918', 'Country': 'England', 'Line': 'London and North Western Railway', 'Cause': 'Driver misread signals', 'Trains': '1', 'Deaths': '15'}",Ditton Junction rail crash,17 September 1912,Ditton Junction, 53.35634; -2.76918,Driver misread signals,15
97,1912,/wiki/Template:1910s_railway_accidents,https://en.wikipedia.org//wiki/Template:1910s_railway_accidents,not a train accident,,,,,,
98,1913,/wiki/1913_Colchester_rail_crash,https://en.wikipedia.org//wiki/1913_Colchester_rail_crash,not a train accident,,,,,,
98,1913,/wiki/1913_Ais_Gill_rail_accident,https://en.wikipedia.org//wiki/1913_Ais_Gill_rail_accident,"{'Date': '2 September 1913 03:04', 'Accident title': '1913 Ais Gill rail accident', 'Location': 'Aisgill, Westmorland', 'Coordinates': '54°22′06″N 2°20′58″W\ufeff / \ufeff54.368470°N 2.349350°W\ufeff / 54.368470; -2.349350Coordinates: 54°22′06″N 2°20′58″W\ufeff / \ufeff54.368470°N 2.349350°W\ufeff / 54.368470; -2.349350', 'Country': 'England', 'Line': 'Settle-Carlisle Line', 'Incident type': 'Collision', 'Cause': ""Driver's error"", 'Trains': '2', 'Passengers': '166', 'Deaths': '16', 'Injured': '38'}",1913 Ais Gill rail accident,2 September 1913 03:04,"Aisgill, Westmorland", 54.368470; -2.349350,Driver's error,16
98,1913,/wiki/Bramminge_train_accident,https://en.wikipedia.org//wiki/Bramminge_train_accident,"{'Date': '26 July 1913 16:11', 'Accident title': 'Bramminge train accident', 'Location': 'Bramming (then Bramminge)', 'Coordinates': '55°27′49″N 8°41′08″E\ufeff / \ufeff55.46361°N 8.68556°E\ufeff / 55.46361; 8.68556Coordinates: 55°27′49″N 8°41′08″E\ufeff / \ufeff55.46361°N 8.68556°E\ufeff / 55.46361; 8.68556', 'Country': 'Denmark', 'Operator': 'DSB', 'Incident type': 'Derailment', 'Cause': 'Heat-stressed rails', 'Trains': '1', 'Passengers': '279', 'Deaths': '15', 'Injured': 'about 80', 'Damage': '1.2 mio. DKK'}",Bramminge train accident,26 July 1913 16:11,Bramming (then Bramminge), 55.46361; 8.68556,Heat-stressed rails,15
98,1913,/wiki/Chumhill_rail_accident,https://en.wikipedia.org//wiki/Chumhill_rail_accident,"{'Date': '26 February 1913', 'Accident title': 'Chumhill rail accident', 'Coordinates': '51°06′48″N 3°58′25″W\ufeff / \ufeff51.1133°N 3.9737°W\ufeff / 51.1133; -3.9737Coordinates: 51°06′48″N 3°58′25″W\ufeff / \ufeff51.1133°N 3.9737°W\ufeff / 51.1133; -3.9737', 'Country': 'England', 'Operator': 'Lynton and Barnstaple Railway', 'Incident type': 'runaway', 'Cause': 'wet leaves on the line', 'Deaths': '2'}",Chumhill rail accident,26 February 1913,, 51.1133; -3.9737,wet leaves on the line,2
98,1913,/wiki/Guyandotte_River_train_wreck,https://en.wikipedia.org//wiki/Guyandotte_River_train_wreck,"{'Date': 'January 1, 1913', 'Accident title': 'Guyandotte River train wreck', 'Location': 'West Virginia', 'Country': 'United States', 'Operator': 'Chesapeake and Ohio Railway', 'Cause': 'bridge collapse', 'Trains': '1', 'Deaths': '7'}",Guyandotte River train wreck,"January 1, 1913",West Virginia,,bridge collapse,7
98,1913,/wiki/Template:1910s_railway_accidents,https://en.wikipedia.org//wiki/Template:1910s_railway_accidents,not a train accident,,,,,,
99,1914,/wiki/Burntisland_railway_station,https://en.wikipedia.org//wiki/Burntisland_railway_station,not a train accident,,,,,,
99,1914,/wiki/Rail_accidents_at_Carrbridge,https://en.wikipedia.org//wiki/Rail_accidents_at_Carrbridge,No infobox,,,,,,
99,1914,/wiki/Exeter_crossing_loop_collision,https://en.wikipedia.org//wiki/Exeter_crossing_loop_collision,"{'Date': '13 March 1914', 'Accident title': 'Exeter crossing loop collision', 'Location': 'Exeter, New South Wales', 'Coordinates': '34°36′50″S 150°19′02″E\ufeff / \ufeff34.6138°S 150.3173°E\ufeff / -34.6138; 150.3173Coordinates: 34°36′50″S 150°19′02″E\ufeff / \ufeff34.6138°S 150.3173°E\ufeff / -34.6138; 150.3173', 'Country': 'Australia', 'Line': 'Main South railway line', 'Operator': 'New South Wales Government Railways', 'Deaths': '14'}",Exeter crossing loop collision,13 March 1914,"Exeter, New South Wales", -34.6138; 150.3173,,14
99,1914,/wiki/Template:1910s_railway_accidents,https://en.wikipedia.org//wiki/Template:1910s_railway_accidents,not a train accident,,,,,,
100,1915,/wiki/1915_Ilford_rail_crash,https://en.wikipedia.org//wiki/1915_Ilford_rail_crash,"{'Date': '1 January 1915 08:40', 'Accident title': '1915 Ilford rail crash', 'Location': 'Ilford', 'Coordinates': '51°33′32″N 0°04′07″E\ufeff / \ufeff51.5588°N 0.0685°E\ufeff / 51.5588; 0.0685Coordinates: 51°33′32″N 0°04′07″E\ufeff / \ufeff51.5588°N 0.0685°E\ufeff / 51.5588; 0.0685', 'Country': 'England', 'Line': 'Great Eastern Main Line', 'Operator': 'Great Eastern Railway', 'Incident type': 'Collision', 'Cause': 'Signal passed at danger', 'Trains': '2', 'Deaths': '10', 'Injured': '500'}",1915 Ilford rail crash,1 January 1915 08:40,Ilford, 51.5588; 0.0685,Signal passed at danger,10
100,1915,/wiki/Guadalajara_train_disaster,https://en.wikipedia.org//wiki/Guadalajara_train_disaster,"{'Date': 'Around January 22, 1915', 'Accident title': 'Guadalajara train disaster', 'Location': 'Guadalajara', 'Country': 'Mexico', 'Line': 'Colima to Guadalajara', 'Incident type': 'Derailment', 'Cause': 'Brake failure', 'Trains': '1', 'Passengers': '900', 'Deaths': '600+'}",Guadalajara train disaster,"Around January 22, 1915",Guadalajara,,Brake failure,600+
100,1915,/wiki/Quintinshill_rail_disaster,https://en.wikipedia.org//wiki/Quintinshill_rail_disaster,"{'Date': '22 May 1915 6:49\xa0am', 'Accident title': 'Quintinshill rail disaster', 'Location': 'Quintinshill, Dumfriesshire', 'Coordinates': '55°00′53″N 3°03′54″W\ufeff / \ufeff55.0146°N 3.0649°W\ufeff / 55.0146; -3.0649Coordinates: 55°00′53″N 3°03′54″W\ufeff / \ufeff55.0146°N 3.0649°W\ufeff / 55.0146; -3.0649', 'Country': 'Scotland', 'Line': 'Caledonian Main Line part of the West Coast Main Line', 'Operator': 'Caledonian Railway', 'Incident type': 'Double collision, fire', 'Cause': 'Signalling error', 'Trains': '5', 'Deaths': '226', 'Injured': '246'}",Quintinshill rail disaster,22 May 1915 6:49 am,"Quintinshill, Dumfriesshire", 55.0146; -3.0649,Signalling error,226
100,1915,/wiki/St_Bedes_Junction_rail_crash,https://en.wikipedia.org//wiki/St_Bedes_Junction_rail_crash,"{'Date': '17 December 1915 07:20', 'Accident title': 'St Bedes Junction rail crash', 'Location': 'St Bedes Junction near Jarrow', 'Coordinates': '54°58′38″N 1°28′57″W\ufeff / \ufeff54.9773°N 1.4824°W\ufeff / 54.9773; -1.4824Coordinates: 54°58′38″N 1°28′57″W\ufeff / \ufeff54.9773°N 1.4824°W\ufeff / 54.9773; -1.4824', 'Country': 'England', 'Line': 'North Eastern Railway', 'Cause': ""Signalman's error"", 'Trains': '3', 'Deaths': '19', 'Injured': '81'}",St Bedes Junction rail crash,17 December 1915 07:20,St Bedes Junction near Jarrow, 54.9773; -1.4824,Signalman's error,19
100,1915,/wiki/Weedon_rail_crash_(1915),https://en.wikipedia.org//wiki/Weedon_rail_crash_(1915),"{'Date': '14 August 1915', 'Accident title': 'Weedon rail crashes', 'Location': 'Weedon, Northamptonshire', 'Coordinates': '52°13′20″N 1°03′50″W\ufeff / \ufeff52.22212°N 1.06387°W\ufeff / 52.22212; -1.06387', 'Country': 'England', 'Line': 'West Coast Main Line', 'Operator': 'London and North Western Railway', 'Incident type': 'Derailment', 'Cause': 'Detached coupling rod', 'Trains': '2', 'Deaths': '10', 'Injured': '21'}",Weedon rail crashes,14 August 1915,"Weedon, Northamptonshire", 52.22212; -1.06387,Detached coupling rod,10
100,1915,/wiki/Weedon_rail_crashes,https://en.wikipedia.org//wiki/Weedon_rail_crashes,"{'Date': '14 August 1915', 'Accident title': 'Weedon rail crashes', 'Location': 'Weedon, Northamptonshire', 'Coordinates': '52°13′20″N 1°03′50″W\ufeff / \ufeff52.22212°N 1.06387°W\ufeff / 52.22212; -1.06387', 'Country': 'England', 'Line': 'West Coast Main Line', 'Operator': 'London and North Western Railway', 'Incident type': 'Derailment', 'Cause': 'Detached coupling rod', 'Trains': '2', 'Deaths': '10', 'Injured': '21'}",Weedon rail crashes,14 August 1915,"Weedon, Northamptonshire", 52.22212; -1.06387,Detached coupling rod,10
100,1915,/wiki/Template:1910s_railway_accidents,https://en.wikipedia.org//wiki/Template:1910s_railway_accidents,not a train accident,,,,,,
101,1916,/wiki/Herceghalom_rail_crash,https://en.wikipedia.org//wiki/Herceghalom_rail_crash,"{'Date': '1 December 1916 00:24', 'Accident title': 'Herceghalom rail crash', 'Location': 'Herceghalom station', 'Coordinates': '47°29′37″N 18°44′36″E\ufeff / \ufeff47.493730°N 18.743327°E\ufeff / 47.493730; 18.743327Coordinates: 47°29′37″N 18°44′36″E\ufeff / \ufeff47.493730°N 18.743327°E\ufeff / 47.493730; 18.743327', 'Country': 'Hungary', 'Line': 'Budapest–Hegyeshalom line', 'Cause': 'Signal passed at danger', 'Trains': '2', 'Deaths': '69', 'Injured': '164 in total, 60 of them heavily'}",Herceghalom rail crash,1 December 1916 00:24,Herceghalom station, 47.493730; 18.743327,Signal passed at danger,69
101,1916,/wiki/Summer_Street_Bridge_disaster,https://en.wikipedia.org//wiki/Summer_Street_Bridge_disaster,not a train accident,,,,,,
101,1916,/wiki/Template:1910s_railway_accidents,https://en.wikipedia.org//wiki/Template:1910s_railway_accidents,not a train accident,,,,,,
102,1917,/wiki/Bere_Ferrers_rail_accident,https://en.wikipedia.org//wiki/Bere_Ferrers_rail_accident,"{'Date': '24 September 1917', 'Accident title': 'Bere Ferrers rail accident', 'Location': 'Bere Ferrers railway station', 'Coordinates': '50°27′04″N 4°10′53″W\ufeff / \ufeff50.45109°N 4.18141°W\ufeff / 50.45109; -4.18141Coordinates: 50°27′04″N 4°10′53″W\ufeff / \ufeff50.45109°N 4.18141°W\ufeff / 50.45109; -4.18141', 'Country': 'England', 'Cause': ""Passengers' misunderstanding of operating rules"", 'Deaths': '10', 'Injured': '2'}",Bere Ferrers rail accident,24 September 1917,Bere Ferrers railway station, 50.45109; -4.18141,Passengers' misunderstanding of operating rules,10
102,1917,/wiki/Ciurea_rail_disaster,https://en.wikipedia.org//wiki/Ciurea_rail_disaster,"{'Date': '14 January\xa0[O.S. 1 January]\xa01917 1 a.m.', 'Accident title': 'Ciurea rail disaster', 'Location': 'Ciurea Station10\xa0km (6.2\xa0mi) S from Iași', 'Coordinates': '46°53′17″N 27°11′12″E\ufeff / \ufeff46.88806°N 27.18667°E\ufeff / 46.88806; 27.18667Coordinates: 46°53′17″N 27°11′12″E\ufeff / \ufeff46.88806°N 27.18667°E\ufeff / 46.88806; 27.18667', 'Country': 'Kingdom of Romania', 'Line': 'Bârlad–Iași', 'Operator': 'CFR', 'Incident type': 'Derailment', 'Cause': 'Brake failure', 'Trains': '1', 'Deaths': '800–1,000'}",Ciurea rail disaster,14 January [O.S. 1 January] 1917 1 a.m.,Ciurea Station10 km (6.2 mi) S from Iași, 46.88806; 27.18667,Brake failure,"800–1,000"
102,1917,/wiki/Houten_train_accident,https://en.wikipedia.org//wiki/Houten_train_accident,"{'Date': '7 June 1917', 'Accident title': 'Houten train accident', 'Location': 'Houten', 'Coordinates': '52°00′28″N 5°11′9″E\ufeff / \ufeff52.00778°N 5.18583°E\ufeff / 52.00778; 5.18583', 'Country': 'Netherlands', 'Operator': 'Maatschappij tot Exploitatie van Staatsspoorwegen', 'Incident type': 'Derailment', 'Cause': 'Due to heat the rails was expanded', 'Trains': '1', 'Injured': '11'}",Houten train accident,7 June 1917,Houten, 52.00778; 5.18583,Due to heat the rails was expanded,
102,1917,/wiki/Ratho_rail_crash,https://en.wikipedia.org//wiki/Ratho_rail_crash,not a train accident,,,,,,
102,1917,/wiki/Saint-Michel-de-Maurienne_derailment,https://en.wikipedia.org//wiki/Saint-Michel-de-Maurienne_derailment,"{'Date': '12 December 1917', 'Accident title': 'Saint-Michel-de-Maurienne derailment', 'Location': 'Saint-Michel-de-Maurienne', 'Country': 'France', 'Line': 'Maurienne valley rail line, Culoz–Modane railway', 'Operator': 'French Military', 'Cause': 'Very steep slope of the railway line, insufficient braking power, overloaded coaches.', 'Trains': '1', 'Passengers': '982', 'Deaths': '675'}",Saint-Michel-de-Maurienne derailment,12 December 1917,Saint-Michel-de-Maurienne,,"Very steep slope of the railway line, insufficient braking power, overloaded coaches.",675
102,1917,/wiki/Shepherdsville_train_wreck,https://en.wikipedia.org//wiki/Shepherdsville_train_wreck,"{'Date': 'December 20, 1917 5:30 p.m.', 'Accident title': 'Shepherdsville train wreck', 'Location': 'Shepherdsville, Kentucky', 'Coordinates': '37°59′13″N 85°42′53″W\ufeff / \ufeff37.98694°N 85.71472°W\ufeff / 37.98694; -85.71472Coordinates: 37°59′13″N 85°42′53″W\ufeff / \ufeff37.98694°N 85.71472°W\ufeff / 37.98694; -85.71472', 'Country': 'United States', 'Line': 'Louisville and Nashville Railroad', 'Incident type': 'Rear-end collision', 'Cause': 'Failure to protect train', 'Trains': '2', 'Deaths': '49', 'Injured': '52[1]'}",Shepherdsville train wreck,"December 20, 1917 5:30 p.m.","Shepherdsville, Kentucky", 37.98694; -85.71472,Failure to protect train,49
102,1917,/wiki/Template:1910s_railway_accidents,https://en.wikipedia.org//wiki/Template:1910s_railway_accidents,not a train accident,,,,,,
103,1918,/wiki/Get%C3%A5_railroad_disaster,https://en.wikipedia.org//wiki/Get%C3%A5_railroad_disaster,"{'Date': '1 October 1918', 'Accident title': 'Getå railroad disaster', 'Location': 'Getå', 'Country': 'Sweden', 'Incident type': 'Derailment', 'Cause': 'Landslide', 'Trains': '1', 'Passengers': '170', 'Deaths': '42', 'Injured': '41'}",Getå railroad disaster,1 October 1918,Getå,,Landslide,42
103,1918,/wiki/Great_Train_Wreck_of_1918,https://en.wikipedia.org//wiki/Great_Train_Wreck_of_1918,"{'Date': 'July 9, 1918 7:20 am', 'Accident title': 'Great Train Wreck of 1918', 'Location': 'Nashville, Tennessee', 'Coordinates': '36°07′46″N 86°50′53″W\ufeff / \ufeff36.12944°N 86.84806°W\ufeff / 36.12944; -86.84806Coordinates: 36°07′46″N 86°50′53″W\ufeff / \ufeff36.12944°N 86.84806°W\ufeff / 36.12944; -86.84806', 'Country': 'United States', 'Operator': 'Nashville, Chattanooga and St. Louis Railway', 'Incident type': 'Collision', 'Cause': 'Human error', 'Trains': '2', 'Deaths': '101', 'Injured': '171'}",Great Train Wreck of 1918,"July 9, 1918 7:20 am","Nashville, Tennessee", 36.12944; -86.84806,Human error,101
103,1918,/wiki/Hammond_Circus_Train_Wreck,https://en.wikipedia.org//wiki/Hammond_Circus_Train_Wreck,"{'Date': 'June 22, 1918 4:00 am', 'Accident title': 'Hammond Circus Train Wreck', 'Location': 'Near Hammond, Indiana', 'Country': 'United States', 'Operator': 'Michigan Central Railroad', 'Incident type': 'Collision', 'Cause': 'Engineer falling asleep', 'Trains': '2', 'Deaths': '86', 'Injured': '127'}",Hammond Circus Train Wreck,"June 22, 1918 4:00 am","Near Hammond, Indiana",,Engineer falling asleep,86
103,1918,/wiki/Little_Salkeld_rail_accident,https://en.wikipedia.org//wiki/Little_Salkeld_rail_accident,"{'Date': '19 January 1918 15:58', 'Accident title': 'Little Salkeld rail accident', 'Location': 'Long Meg cutting near Little Salkeld', 'Coordinates': '54°43′26″N 2°40′47″W\ufeff / \ufeff54.724°N 2.6798°W\ufeff / 54.724; -2.6798Coordinates: 54°43′26″N 2°40′47″W\ufeff / \ufeff54.724°N 2.6798°W\ufeff / 54.724; -2.6798', 'Country': 'England', 'Line': 'Settle-Carlisle Line', 'Operator': 'Midland Railway', 'Cause': 'Line obstructed (landslip)', 'Trains': '1', 'Deaths': '7', 'Injured': '46'}",Little Salkeld rail accident,19 January 1918 15:58,Long Meg cutting near Little Salkeld, 54.724; -2.6798,Line obstructed (landslip),7
103,1918,/wiki/Malbone_Street_wreck,https://en.wikipedia.org//wiki/Malbone_Street_wreck,"{'Date': 'November\xa01, 1918; 103 years ago\xa0(1918-11-01) 6:42\xa0p.m.', 'Accident title': 'Malbone Street wreck', 'Location': 'Flatbush, Brooklyn, New York', 'Country': 'United States', 'Line': 'BMT Brighton Line', 'Operator': 'Brooklyn Rapid Transit Company', 'Incident type': 'Derailment', 'Cause': 'Excessive speed around curve', 'Trains': '1', 'Passengers': '~650', 'Deaths': '93–102', 'Injured': '~250'}",Malbone Street wreck,"November 1, 1918; 103 years ago (1918-11-01) 6:42 p.m.","Flatbush, Brooklyn, New York",,Excessive speed around curve,93–102
103,1918,/wiki/Weesp_train_disaster,https://en.wikipedia.org//wiki/Weesp_train_disaster,"{'Date': '13 September 1918', 'Accident title': 'Weesp train disaster', 'Location': 'Weesp, North Holland', 'Country': 'Netherlands', 'Line': 'Amsterdam–Zutphen railway', 'Operator': 'Hollandsche IJzeren Spoorweg-Maatschappij', 'Incident type': 'Derailment', 'Cause': 'Embankment collapse', 'Trains': '1', 'Deaths': '41', 'Injured': '42'}",Weesp train disaster,13 September 1918,"Weesp, North Holland",,Embankment collapse,41
103,1918,/wiki/Template:1910s_railway_accidents,https://en.wikipedia.org//wiki/Template:1910s_railway_accidents,not a train accident,,,,,,
104,1919,/wiki/Onawa_train_wreck,https://en.wikipedia.org//wiki/Onawa_train_wreck,"{'Date': 'December 20, 1919 7:14 a.m.', 'Accident title': 'Onawa train wreck', 'Location': 'Northeast Piscataquis, Piscataquis County, near Onawa, Maine', 'Coordinates': '45°22′14″N 69°24′35″W\ufeff / \ufeff45.37056°N 69.40972°W\ufeff / 45.37056; -69.40972Coordinates: 45°22′14″N 69°24′35″W\ufeff / \ufeff45.37056°N 69.40972°W\ufeff / 45.37056; -69.40972', 'Country': 'United States', 'Line': 'International Railway of Maine', 'Operator': 'Canadian Pacific Railway', 'Incident type': 'head-on collision', 'Cause': 'mis-reading of train orders', 'Trains': '2', 'Passengers': '300', 'Deaths': '23', 'Injured': '50'}",Onawa train wreck,"December 20, 1919 7:14 a.m.","Northeast Piscataquis, Piscataquis County, near Onawa, Maine", 45.37056; -69.40972,mis-reading of train orders,23
104,1919,/wiki/Vigerslev_train_crash,https://en.wikipedia.org//wiki/Vigerslev_train_crash,"{'Date': '1 November 1919', 'Accident title': 'Vigerslev train crash', 'Location': 'Vigerslev', 'Coordinates': '55°39′51″N 12°28′39″E\ufeff / \ufeff55.66417°N 12.47750°E\ufeff / 55.66417; 12.47750Coordinates: 55°39′51″N 12°28′39″E\ufeff / \ufeff55.66417°N 12.47750°E\ufeff / 55.66417; 12.47750', 'Country': 'Denmark', 'Deaths': '40', 'Injured': 'about 60'}",Vigerslev train crash,1 November 1919,Vigerslev, 55.66417; 12.47750,,40
104,1919,/wiki/Template:1910s_railway_accidents,https://en.wikipedia.org//wiki/Template:1910s_railway_accidents,not a train accident,,,,,,
105,1920,/wiki/Rosmalen_train_accident,https://en.wikipedia.org//wiki/Rosmalen_train_accident,"{'Date': '27 December 1920', 'Accident title': 'Rosmalen train accident', 'Location': 'Rosmalen', 'Country': 'Netherlands', 'Incident type': 'Derailment', 'Cause': 'Ignoring signal', 'Trains': '2', 'Deaths': '3'}",Rosmalen train accident,27 December 1920,Rosmalen,,Ignoring signal,3
105,1920,/wiki/Template:1920s_railway_accidents,https://en.wikipedia.org//wiki/Template:1920s_railway_accidents,not a train accident,,,,,,
106,1921,/wiki/Abermule_train_collision,https://en.wikipedia.org//wiki/Abermule_train_collision,"{'Date': '26 January 1921 12:06', 'Accident title': 'Abermule train collision', 'Location': 'Abermule, Montgomeryshire', 'Country': 'Wales', 'Line': 'Cambrian Line', 'Cause': 'Single-line token error', 'Trains': '2', 'Deaths': '17', 'Injured': '36'}",Abermule train collision,26 January 1921 12:06,"Abermule, Montgomeryshire",,Single-line token error,17
106,1921,/wiki/Nidareid_train_disaster,https://en.wikipedia.org//wiki/Nidareid_train_disaster,No infobox,,,,,,
106,1921,/wiki/Template:1920s_railway_accidents,https://en.wikipedia.org//wiki/Template:1920s_railway_accidents,not a train accident,,,,,,
107,1922,/wiki/1922_Winslow_Junction_train_derailment,https://en.wikipedia.org//wiki/1922_Winslow_Junction_train_derailment,No infobox,,,,,,
107,1922,/wiki/Template:1920s_railway_accidents,https://en.wikipedia.org//wiki/Template:1920s_railway_accidents,not a train accident,,,,,,
108,1923,/wiki/Glenrock_train_wreck,https://en.wikipedia.org//wiki/Glenrock_train_wreck,"{'Date': 'September 23, 1923 9:05 p.m.', 'Accident title': 'Glenrock train wreck', 'Location': 'Converse County, near Glenrock, Wyoming', 'Country': 'United States', 'Line': 'Chicago, Burlington and Quincy Railroad', 'Operator': 'Colorado and Southern Railroad', 'Incident type': 'Bridge collapse', 'Cause': 'Cloudburst', 'Trains': '1', 'Passengers': '66', 'Deaths': '30', 'Injured': '2[1]'}",Glenrock train wreck,"September 23, 1923 9:05 p.m.","Converse County, near Glenrock, Wyoming",,Cloudburst,30
108,1923,/wiki/Nebukawa_Station_accident,https://en.wikipedia.org//wiki/Nebukawa_Station_accident,No infobox,,,,,,
108,1923,/wiki/Ongarue_railway_disaster,https://en.wikipedia.org//wiki/Ongarue_railway_disaster,"{'Date': '6 July 1923 05:52 NZST', 'Accident title': 'Ongarue railway disaster', 'Location': 'Ongarue, North Island', 'Country': 'New Zealand', 'Line': 'North Island Main Trunk Railway', 'Operator': 'New Zealand Railways Department', 'Incident type': 'Derailment', 'Cause': 'Struck landslip in which was embedded a large boulder', 'Trains': '1', 'Passengers': '200', 'Deaths': '17'}",Ongarue railway disaster,6 July 1923 05:52 NZST,"Ongarue, North Island",,Struck landslip in which was embedded a large boulder,17
108,1923,/wiki/Template:1920s_railway_accidents,https://en.wikipedia.org//wiki/Template:1920s_railway_accidents,not a train accident,,,,,,
109,1924,/wiki/Lytham_rail_crash,https://en.wikipedia.org//wiki/Lytham_rail_crash,"{'Date': '3 November 1924 17:46', 'Accident title': 'Lytham rail crash', 'Location': 'Lytham St Annes, Lancashire', 'Country': 'England', 'Line': 'Blackpool Branch Lines', 'Operator': 'London Midland and Scottish Railway', 'Cause': 'Locomotive failure', 'Trains': '1', 'Deaths': '15'}",Lytham rail crash,3 November 1924 17:46,"Lytham St Annes, Lancashire",,Locomotive failure,15
